parent,distance,pcode,importance,biz_ext,recommend,type,photos,discount_num,gridcode,typecode,shopinfo,poiweight,citycode,adname,children,alias,tel,id,tag,event,entr_location,indoor_map,email,timestamp,website,address,adcode,pname,biz_type,cityname,postcode,match,business_area,indoor_data,childtype,exit_location,name,location,shopid,navi_poiid,groupbuy_num,longitude_gcj02,latitude_gcj02,longitude_wgs84,latitude_wgs84,typecode_single,大类,中类,小类
[],[],440000,[],"{'cost': [], 'rating': '3.5'}",0,汽车销售;汽车销售;汽车销售,[],0,3513012220,020000,0,[],020,花都区,[],[],[],B0FFGBN8TL,[],[],[],0,[],2022-05-30 11:54:04,[],花都大道,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新华汽车城,"113.152221,23.356988",[],[],0,113.152221,23.356988,113.14675519852725,23.35946603236385,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': []}",0,汽车销售;汽车销售;汽车销售,[],0,3513011121,020000,0,[],020,花都区,[],[],[],B0HD7POIY8,[],[],[],0,[],2022-05-27 19:26:32,[],东秀路与行头街交叉路口往东南约100米,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],东风柳汽商用车广州销售中心(广东东贸花都分站),"113.144568,23.349188",[],[],0,113.144568,23.349188,113.13909036383023,23.35165488247769,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.5'}",0,汽车销售;日产特约销售;东风日产销售,[],0,3513016302,020701,0,[],020,花都区,[],[],[],B0G1RZ0PQD,[],[],[],0,[],2022-05-24 04:35:05,[],风神大道8号,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],东风日产,"113.172021,23.383566",[],[],0,113.172021,23.383566,113.16658923171666,23.386075355542804,20701,汽车销售,日产特约销售,东风日产销售
[],[],440000,[],"{'cost': [], 'rating': []}",0,汽车销售;日产特约销售;东风日产销售,[],0,3513016302,020701,0,[],020,花都区,[],[],[],B0FFK8WN2P,[],[],"113.172109,23.383532",0,[],2022-05-28 21:20:53,[],风神大道8号东风南方大厦,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],日产(中国)投资有限公司,"113.172013,23.383571",[],[],0,113.172013,23.383571,113.1665812163778,23.38608033949515,20701,汽车销售,日产特约销售,东风日产销售
[],[],440000,[],"{'cost': [], 'rating': []}",0,汽车销售;汽车销售;汽车销售,[],0,3513015212,020000,0,[],020,花都区,[],[],[],B0FFM1BZCZ,[],[],[],0,[],2022-05-31 09:04:37,[],风神大道辅路与平步大道西交叉口西160米,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],东风日产,"113.162050,23.379476",[],[],0,113.16205,23.379476,113.15660000126344,23.3819673394797,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.4'}",0,汽车销售;汽车销售;汽车销售,[],0,3513016320,020000,0,[],020,花都区,[],[],[],B0G2TO9AFO,[],[],[],0,[],2022-05-28 11:49:02,[],平步大道西与九塘西路交叉口南40米,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],东风日产,"113.162913,23.389189",[],[],0,113.162913,23.389189,113.1574639140087,23.39168021121583,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.5'}",0,汽车销售;汽车销售;汽车销售,[],0,3513015311,020000,0,[],020,花都区,[],[],[],B0H3J75YAU,[],[],[],0,[],2022-05-27 07:55:36,[],风神大道东风日产广州风日专营店,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],NISSAN,"113.168433,23.379563",[],[],0,113.168433,23.379563,113.16299479093024,23.382066292774542,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.5'}",0,汽车销售;汽车销售;汽车销售,[],0,3513006521,020000,0,[],020,花都区,[],[],[],B0HGPAT33W,[],[],[],0,[],2022-06-01 07:06:26,[],赤坭大道90-1,440114,广东省,[],广州市,[],0,赤坭村,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州市广深源汽车销售有限公司,"113.068601,23.390266",[],[],0,113.068601,23.390266,113.06311444169022,23.39270301601933,20000,汽车销售,汽车销售,汽车销售
B00141SIFO,[],440000,[],"{'cost': [], 'rating': '4.2'}",0,公司企业;公司;公司|汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ab5da0e4770ff0f4bf0194e758ab344a'}]",0,3513015312,170200|020000,0,[],020,花都区,[],[],[],B0FFH0P9M9,[],[],"113.170947,23.379822",0,[],2022-05-27 02:19:52,[],海神大道10号,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",202,[],东风马自达,"113.170556,23.380278",[],[],0,113.170556,23.380278,113.16512171134175,23.38278517720489,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.4'}",0,汽车销售;汽车销售;汽车销售,[],0,3513009701,020000,0,[],020,花都区,[],[],[],B0IGY5F4WH,[],[],[],0,[],2022-05-27 20:18:31,[],培正北路与启明路交叉口北60米,440114,广东省,[],广州市,[],0,赤坭村,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],一汽大众,"113.093008,23.409732",[],[],0,113.093008,23.409732,113.08749350970288,23.412146983923563,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.6'}",0,汽车销售;汽车销售;汽车销售,[],0,3513114121,020000,0,[],020,花都区,[],[],13509292719;13828441129,B0GD3Z1E5H,[],[],[],0,[],2022-05-04 02:31:26,[],培正路彩虹中英文幼儿园(军田分园)西南侧约70米,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],滴滴·雷锋狮岭驿站,"113.142076,23.456734",[],[],0,113.142076,23.456734,113.1365872264311,23.459180245157576,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.3'}",0,汽车销售;汽车销售;汽车销售,[],0,3513115120,020000,0,[],020,花都区,[],[],[],B0FFMBWDB7,[],[],[],0,[],2022-06-01 22:05:06,[],狮岭镇前进横山岭三巷1号对面,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],四海名车(前进店),"113.138760,23.465632",[],[],0,113.13876,23.465632,113.13326587369444,23.468072499995223,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.4'}",0,汽车销售;汽车销售;汽车销售,[],0,3513115220,020000,0,[],020,花都区,[],[],[],B0HR7BO3RI,[],[],[],0,[],2022-05-27 11:53:26,[],苏屋路时代康桥,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],赵兴汽车交易,"113.151039,23.465514",[],[],0,113.151039,23.465514,113.14556376087896,23.467974210132574,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.9'}",0,汽车销售;汽车销售;汽车销售,[],0,3513115200,020000,0,[],020,花都区,[],[],13527735888,B0G1KA0TP8,[],[],[],0,[],2022-05-29 20:41:21,[],雄狮中路50号-之3号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],艾玛汽车服务有限公司,"113.153870,23.460040",[],[],0,113.15387,23.46004,113.14839993990611,23.46250559682644,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.6'}",0,汽车销售;汽车销售;汽车销售,[],0,3513114301,020000,0,[],020,花都区,[],[],13602449809;18928920698,B0GK7AZEIE,[],[],[],0,[],2022-05-29 00:32:32,[],田于洪13号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],168车行,"113.166493,23.453078",[],[],0,113.166493,23.453078,113.16104614477253,23.45556737802785,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.4'}",0,汽车销售;汽车销售;汽车销售,[],0,3513116311,020000,0,[],020,花都区,[],[],[],B0G3T1RJIN,[],[],[],0,[],2022-05-27 05:16:19,[],阳光北路22号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],宝龙汽车服务有限公司,"113.166901,23.469940",[],[],0,113.166901,23.46994,113.16145374665182,23.472428743285853,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '5.0'}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/479676ab15f63651339e0fb6dc13967c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8eb450390661fd9a5d903738f423f49a'}]",0,3513115321,020000,1,[],020,花都区,[],[],13924195323,B0FFKPVPOH,[],[],"113.167604,23.465382",0,[],2022-04-21 06:45:12,[],狮岭镇金狮大道6号欧尚公寓,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州慧兴汽车贸易有限公司,"113.167592,23.465293",[],[],0,113.167592,23.465293,113.16214635216492,23.467783396642343,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': []}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/06d10ae4baf6062e70e5eedfa74c39da'}]",0,3513116221,020000,0,[],020,花都区,[],[],[],B0FFIVKV1U,[],[],[],0,[],2022-05-30 10:00:30,[],狮岭镇盘古北路快乐惠隔壁,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],鸿源汽贸有限公司,"113.155334,23.474138",[],[],0,113.155334,23.474138,113.14986550622368,23.47660512417391,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.9'}",0,汽车销售;本田特约销售;广汽本田销售,[],0,3513116321,020201,0,[],020,花都区,[],[],020-86845433,B0IASDHBQG,[],[],"113.168004,23.473705",0,[],2022-05-30 00:18:36,[],狮岭镇阳光北路振兴花屋中街8-11号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广汽本田(狮岭骏粤店),"113.167648,23.473865",[],[],0,113.167648,23.473865,113.16220186845192,23.476354877047974,20201,汽车销售,本田特约销售,广汽本田销售
[],[],440000,[],"{'cost': [], 'rating': []}",0,汽车销售;汽车销售;汽车销售,[],0,3513114301,020000,0,[],020,花都区,[],[],18928920698,B0FFLNPDK0,[],[],[],0,[],2022-05-28 13:57:18,[],田于洪天恩艺术幼儿园(田心路)东南侧,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州天折返汽车贸易有限公司,"113.166423,23.453571",[],[],0,113.166423,23.453571,113.16097598091856,23.456060200128334,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.4'}",0,汽车销售;汽车销售;汽车销售,[],0,3513018300,020000,0,[],020,花都区,[],[],[],B0IDT751PT,[],[],[],0,[],2022-05-28 09:06:55,[],新华工业区大花路22号之1,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],重庆万友尊达轿车销售服务有限公司广东分公司,"113.165595,23.402574",[],[],0,113.165595,23.402574,113.16014993919156,23.405068025276076,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '4.0'}",0,汽车销售;汽车销售;汽车销售,[],0,3313758301,020000,0,[],020,南沙区,[],[],18138836137,B0FFJRTNLR,[],[],[],0,[],2022-05-27 01:36:10,[],龙穴岛龙穴大道中123号(林怡物流停车场内),440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州擎天柱汽贸,"113.669751,22.651829",[],[],0,113.669751,22.651829,113.66464428548424,22.65478210654673,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.7'}",0,汽车销售;汽车销售;汽车销售,[],0,3313758301,020000,0,[],020,南沙区,[],[],13640882719,B0FFM8O7G4,[],[],"113.669688,22.651348",0,[],2022-03-16 22:26:09,[],龙穴大道南123号林怡物流停车,440115,广东省,[],广州市,[],0,南沙区,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州超日汽车有限公司,"113.669518,22.651027",[],[],0,113.669518,22.651027,113.6644117011522,22.65398071424922,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '4.6'}",0,汽车销售;汽车销售;汽车销售,[],0,3413042501,020000,0,[],020,南沙区,[],[],[],B0G1HHIMZS,[],[],"113.568087,22.682311",0,[],2022-06-01 19:07:44,[],新广九路,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],恒大汽车城,"113.572570,22.684041",[],[],0,113.57257,22.684041,113.5674983554612,22.687060167797124,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.7'}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a741ba1fb53eff42f81c84eb01080f1f'}]",0,3313756312,020000,0,[],020,南沙区,[],[],[],B0G0D1AP03,[],[],[],0,[],2022-05-30 13:26:01,[],新港路,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],陕汽重卡,"113.672506,22.636417",[],[],0,113.672506,22.636417,113.66739598659234,22.63936785405693,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.9'}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1e621e0e8b0b5eea1f04c2a3e3ea1e24'}]",0,3313757312,020000,1,[],020,南沙区,[],[],13922505785,B0HGXZYYQH,[],[],[],0,[],2022-05-29 14:00:05,[],保税区停车场,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州市鸿诚汽车有限公司,"113.672238,22.645862",[],[],0,113.672238,22.645862,113.66712779163235,22.6488115567931,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '4.0'}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a52b35f7a4b21a351f0eaed9738c6761'}]",0,3313757321,020000,1,[],020,南沙区,[],[],[],B0HA374TCC,[],[],"113.670005,22.649229",0,[],2022-05-11 13:15:26,[],龙穴创业路临港国际商务大厦东南门东南侧约40米,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州远顺汽车贸易有限公司,"113.670199,22.649032",[],[],0,113.670199,22.649032,113.6650917676864,22.651984818212487,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '4.4'}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0fef0774acb85ceffd87e1d67ac24e20'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/25685819074384c0a4fea9f02d7d96db'}]",0,3313757312,020000,1,[],020,南沙区,[],[],13178836668;13922269753,B0HDH5EGUQ,[],[],"113.671658,22.646827",0,[],2022-05-30 08:01:43,[],国际保税区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],东风商用车4s店南沙直营店,"113.671937,22.646881",[],[],0,113.671937,22.646881,113.66682719495886,22.64983092997649,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '4.1'}",0,汽车销售;汽车销售;汽车销售,[],0,3313756312,020000,0,[],020,南沙区,[],[],020-39059682,B0FFK7SOGW,[],[],[],0,[],2022-05-30 04:44:27,[],南沙港加油站旁(新龙路南100米),440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州正码圆汽车贸易有限公司,"113.672600,22.636307",[],[],0,113.6726,22.636307,113.66748984720536,22.63925769505335,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '4.4'}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/41adb0eff3a03ba6c186fb0da4bad492'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/bcf106f3306acb4b1bcda4bc9ef166be'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/501df31569a04953c58e0a76f8f66446'}]",0,3313756302,020000,1,[],020,南沙区,[],[],13922505785,B0HUGHQBBA,[],[],[],0,[],2022-05-27 08:48:30,[],新龙大桥边来右手边,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州市均盛汽贸-龙穴岛乘龙4s店,"113.671543,22.635064",[],[],0,113.671543,22.635064,113.6664345762148,22.63801694296801,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '3.9'}",0,汽车销售;汽车销售;汽车销售,[],0,3313756302,020000,0,[],020,南沙区,[],[],[],B0G0A7WUWY,[],[],[],0,[],2022-05-24 03:54:11,[],新龙路,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州市广大汽车服务有限公司,"113.672460,22.635853",[],[],0,113.67246,22.635853,113.66735009488768,22.63880404652635,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': []}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fa7eec2be65a421b895dbd816b37ba4a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/57b8d5aca25649d4a2849b6e57daa824'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4a7502afd6094b4cab616a7e5ff5206f'}]",0,3313756301,020000,0,[],020,南沙区,[],[],13609774922,B0HB379PVV,[],[],[],0,[],2022-05-28 00:49:51,[],新龙大桥右侧,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州市同盟汽车贸易有限公司,"113.670489,22.635632",[],[],0,113.670489,22.635632,113.66538218417068,22.63858685002689,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '4.2'}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/79909d9cb55fa934e9cc105733e5dfb1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/da19b5759ecf0d7dc0ef03ba0829a05e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/05f368c75a424dabb5bbc3408ca14676'}]",0,3313756312,020000,1,[],020,南沙区,[],[],18933941434,B0G39NJI3T,[],[],"113.671745,22.636224",0,[],2022-06-01 08:46:36,[],龙穴岛港区运输服务中心,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],中国一汽青岛广州奉天承运汽车贸易有限公司,"113.671833,22.636118",[],[],0,113.671833,22.636118,113.66672405544942,22.6390701944236,20000,汽车销售,汽车销售,汽车销售
[],[],440000,[],"{'cost': [], 'rating': '4.4'}",0,汽车销售;汽车销售;汽车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/023093ab65dc819bae84cbbd37077c47'}]",0,3313756302,020000,0,[],020,南沙区,[],[],13825073773,B00141KGRC,[],[],"113.670703,22.635874",0,[],2022-05-29 06:44:42,[],龙穴岛重汽4S店,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],中国重汽广州高瓴销售服务中心,"113.671458,22.63582",[],F49F017046_116,0,113.671458,22.63582,113.6663496598006,22.63877296558928,20000,汽车销售,汽车销售,汽车销售
