parent,distance,pcode,importance,biz_ext,recommend,type,photos,discount_num,gridcode,typecode,shopinfo,poiweight,citycode,adname,children,alias,tel,id,tag,event,entr_location,indoor_map,email,timestamp,website,address,adcode,pname,biz_type,cityname,postcode,match,business_area,indoor_data,childtype,exit_location,name,location,shopid,navi_poiid,groupbuy_num,longitude_gcj02,latitude_gcj02,longitude_wgs84,latitude_wgs84,typecode_single,大类,中类,小类
[],[],440000,[],"{'cost': [], 'rating': '4.1'}",0,摩托车服务;摩托车维修;摩托车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/697da4a1eeb08bf31f8bef8c0b24d6d7'}]",0,3513100112,040200,1,[],20,花都区,[],[],[],B0HBRM68UR,[],[],"113.024544,23.420794",0,[],2022-05-28 12:26:06,[],赤坭镇白坭街72号,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],威威摩托维修,"113.024567,23.420813",[],[],0,113.024567,23.420813,113.01919218068674,23.42333948634308,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': '3.8'}",0,摩托车服务;摩托车维修;摩托车维修,[],0,3513114010,040200,0,[],20,花都区,[],[],13710687453,B0FFKYZ6EP,[],[],[],0,[],2022-06-01 08:49:03,[],中心村大元街广州市农村商业银行(冯村分理处)西侧约60米,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],专业维修电动车摩托车,"113.126982,23.453007",[],[],0,113.126982,23.453007,113.1214745805915,23.45543321696595,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': '3.7'}",0,摩托车服务;摩托车维修;摩托车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0a77dda61e0c95904f5622db33ff24aa'}]",0,3513113011,040200,0,[],20,花都区,[],[],[],B0GKSHMJJZ,[],[],[],0,[],2022-05-31 05:54:43,[],义山路义山幼儿园北侧约280米,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],创豪摩托车电动车维修行,"113.132797,23.445503",[],[],0,113.132797,23.445503,113.12729653220237,23.447937043196784,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': '4.2'}",0,摩托车服务;摩托车维修;摩托车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/de3cb43fff50eea915a7499f286cf9f1'}]",0,3513114011,040200,1,[],20,花都区,[],[],18027245654,B0GKHSZOWJ,[],[],"113.129974,23.453473",0,[],2022-06-01 15:23:34,[],狮岭镇北城村东头队新庄一巷二号,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],摩托车维修天能充电,"113.129672,23.454257",[],[],0,113.129672,23.454257,113.12416732698186,23.45668624868856,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': '3.8'}",0,生活服务;维修站点;维修站点|摩托车服务;摩托车服务相关;摩托车服务相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5b36e41299fe173ab2b6315169d45057'}]",0,3513114120,071200|040000,0,[],20,花都区,[],[],020-86931689,B0FFFAIHAK,[],[],[],0,[],2022-05-28 17:11:48,[],狮岭镇军田村培正北路58号-2,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],军田摩托配件,"113.140684,23.456301",[],F49F007042_12230,0,113.140684,23.456301,113.13519323085812,23.458745152434425,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': '3.4'}",0,摩托车服务;摩托车服务相关;摩托车服务相关,[],0,3513114121,040000,0,[],20,花都区,[],[],18138748160,B0FFMFBM6B,[],[],[],0,[],2022-05-29 11:20:40,[],培正北路与万家路交叉路口东侧,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广源摩托车电动车配件,"113.143701,23.456996",[],[],0,113.143701,23.456996,113.13821463540206,23.45944476589964,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车服务相关;摩托车服务相关,[],0,3513114121,040000,0,[],20,花都区,[],[],[],B0GUAOCN48,[],[],[],0,[],2022-04-25 23:39:11,[],军田商业街1号临近,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],修理摩托车电动车三轮车,"113.142109,23.455797",[],[],0,113.142109,23.455797,113.13662033959234,23.45824338041766,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车销售;摩托车销售,[],0,3513115112,040100,0,[],20,花都区,[],[],[],B0H6DA64NH,[],[],[],0,[],2022-05-27 19:18:23,[],顺达北街狮城苑,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],菲艾摩托车行,"113.148535,23.461975",[],[],0,113.148535,23.461975,113.14305587973148,23.464431233244085,40100,摩托车服务,摩托车销售,摩托车销售
[],[],440000,[],"{'cost': [], 'rating': '3.6'}",0,购物服务;专卖店;自行车专卖店|生活服务;维修站点;维修站点|摩托车服务;摩托车销售;摩托车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/23e7f65bdfef7c7f849267a3524bf851'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ec0390601e354d72448c414f208feed1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c30f13fe5bfc4451970c648fa802b7d7'}]",0,3513115212,061208|071200|040100,0,[],20,花都区,[],[],[],B0FFGPLSNF,[],[],[],0,[],2022-06-01 05:42:24,[],九塘社区文教街2,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广源车行,"113.162439,23.462993",[],[],0,113.162439,23.462993,113.15698398697262,23.46547392180458,40100,摩托车服务,摩托车销售,摩托车销售
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车维修;摩托车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/684009eafc09bcf9ab3b91c9feebb758'}]",0,3513115102,040200,0,[],20,花都区,[],[],[],B0FFF05GDK,[],[],[],0,[],2022-05-31 06:50:15,[],教育西路花都区万和学校西南侧约110米,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州五羊摩托车店,"113.146675,23.460403",[],[],0,113.146675,23.460403,113.14119300684018,23.46285627237299,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车服务相关;摩托车服务相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/cc13c47fa8df3b99aded29efb015d670'}]",0,3513115102,040000,1,[],20,花都区,[],[],[],B0FFL1IVQ4,[],[],[],0,[],2022-05-30 17:39:29,[],利河路,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],辉记电动车行,"113.146146,23.458844",[],[],0,113.146146,23.458844,113.1406632800201,23.461296538464733,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': '3.7'}",0,摩托车服务;摩托车销售;摩托车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a9b383f54dd4a0e41f74eb19fde0dd0d'}]",0,3513115300,040100,0,[],20,花都区,[],[],[],B0FFLKK710,[],[],"113.16363,23.458267",0,[],2022-05-08 13:31:09,[],狮东路东骏楼南侧,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],佐藤(花都店),"113.164169,23.457559",[],[],0,113.164169,23.457559,113.15871753613158,23.460043608422176,40100,摩托车服务,摩托车销售,摩托车销售
[],[],440000,[],"{'cost': [], 'rating': '4.0'}",0,摩托车服务;摩托车销售;摩托车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/83992698e1ff555eef73e62e41725409'}]",0,3513115202,040100,0,[],20,花都区,[],[],020-86928861,B0FFLCVJ30,[],[],[],0,[],2022-06-01 08:37:42,[],狮东路狮岭社区东侧,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新大洲铃木(雄狮东路店),"113.160916,23.460372",[],[],0,113.160916,23.460372,113.15545839291748,23.462850317735874,40100,摩托车服务,摩托车销售,摩托车销售
[],[],440000,[],"{'cost': [], 'rating': '4.3'}",0,摩托车服务;摩托车销售;摩托车销售|购物服务;专卖店;专营店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/67c5799e70ce83cb908cd5c9bf3f0173'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c66951d2f91461f38137c60a7da91ab6'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a600de1dd79cf9a7f9e3b1cbf925bd8f'}]",0,3513116221,040100|061200,0,[],20,花都区,[],[],13533908208,B0FFKOWPG5,[],[],"113.155246,23.472831",0,[],2022-06-01 11:18:49,[],狮岭镇盘古北路62号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],大运三轮摩托,"113.155115,23.472720",[],[],0,113.155115,23.47272,113.14964622229648,23.475186829823265,40100,摩托车服务,摩托车销售,摩托车销售
[],[],440000,[],"{'cost': [], 'rating': '3.6'}",0,购物服务;专卖店;自行车专卖店|摩托车服务;摩托车维修;摩托车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c7178ab48e6fd8c995c43d81606a8a08'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0054fd5dc10ff1779c418659e135e16c'}]",0,3513115302,061208|040200,0,[],20,花都区,[],[],[],B0H6RC9ICQ,[],[],[],0,[],2022-06-01 01:30:25,[],狮岭镇联合村均合队蕊心网吧斜对面,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],云记车行,"113.172167,23.460025",[],F49F007042_26867,0,113.172167,23.460025,113.16673027423369,23.46252448120728,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': '4.5'}",0,摩托车服务;摩托车销售;摩托车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/94e393e4f60c1d945252d5a6ffc9717b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7882f65962ca882264a165d6a9b4aa24'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e070a06aea989f80b554fa9108b0f790'}]",0,3513114320,040100,1,[],20,花都区,[],[],13660269266,B0FFG9IQIV,[],[],"113.163664,23.458395",0,[],2022-05-26 04:22:40,[],狮岭镇老鹰东路64-3号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],松鹏车行,"113.162761,23.457602",[],F49F007042_34979,0,113.162761,23.457602,113.15730694630962,23.46008397756769,40100,摩托车服务,摩托车销售,摩托车销售
[],[],440000,[],"{'cost': [], 'rating': '4.0'}",0,摩托车服务;摩托车销售;摩托车销售,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1bfc60f8c0f8b4be59143bea287d9ec5'}]",0,3513115300,040100,0,[],20,花都区,[],[],[],B0FFLJV4AV,[],[],"113.165983,23.46082",0,[],2022-05-31 13:25:21,[],狮岭镇阳光南路23号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],创新二手摩托车行,"113.166083,23.460584",[],[],0,113.166083,23.460584,113.160634868626,23.463071937427166,40100,摩托车服务,摩托车销售,摩托车销售
[],[],440000,[],"{'cost': [], 'rating': '3.6'}",0,摩托车服务;摩托车维修;摩托车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8459d88456458283d1bda12df1caf465'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/961b8f7e6ed09724ced889b173c61fc6'}]",0,3513115210,040200,0,[],20,花都区,[],[],[],B0FFGPQBBT,[],[],[],0,[],2022-05-31 07:25:10,[],狮岭镇富民路116号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],权盛二手车行,"113.150425,23.462483",[],F49F007042_35708,0,113.150425,23.462483,113.14494894677222,23.464942397920296,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车服务相关;摩托车服务相关,[],0,3513115222,040000,0,[],20,花都区,[],[],[],B0FFLHFCSE,[],[],[],0,[],2022-05-31 05:25:01,[],西瓜岭十一巷金晖楼(振兴路)西北侧,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],潮记摩托车电动车维修,"113.159317,23.464018",[],[],0,113.159317,23.464018,113.1538562557988,23.46649307678914,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': '3.7'}",0,摩托车服务;摩托车销售;摩托车销售|摩托车服务;摩托车维修;摩托车维修,[],0,3513115202,040100|040200,0,[],20,花都区,[],[],020-86928861,B0FFG2YUNC,[],[],"113.160475,23.459969",0,[],2022-05-29 15:06:44,[],狮岭镇雄狮东路84号之4,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],侨航摩托车行,"113.160184,23.459849",[],F49F007042_216496,0,113.160184,23.459849,113.154725103884,23.46232601301324,40100,摩托车服务,摩托车销售,摩托车销售
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车维修;摩托车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1da7003a49a177a18c8e2e7ec89dd2f0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c9df12d5c5032e57e8bbcad5a9c45f2b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/527f3d97f48e72ceb963d80ad69232e1'}]",0,3513115210,040200,0,[],20,花都区,[],[],13265959611,B0FFG6ZVYJ,[],[],[],0,[],2022-06-01 10:31:06,[],狮岭镇玉泉东路67号-1,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],摩托检修,"113.149949,23.463189",[],F49F007042_215401,0,113.149949,23.463189,113.14447211033033,23.46564752698181,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车服务相关;摩托车服务相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1873f7807cb5f870e3e27807c8521c77'}]",0,3513115202,040000,0,[],20,花都区,[],[],18029728895,B0FFLEMB0E,[],[],[],0,[],2022-05-28 05:49:15,[],狮岭镇新联路,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],感悟人生,"113.160433,23.459694",[],[],0,113.160433,23.459694,113.15497456458732,23.462171484653098,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车维修;摩托车维修,[],0,3513115202,040200,0,[],20,花都区,[],[],[],B0HRP60T8A,[],[],[],0,[],2022-05-28 09:19:07,[],平康路与雄狮东路交叉口东南约20米,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],领航柴油机部,"113.160639,23.458743",[],[],0,113.160639,23.458743,113.1551810027308,23.461220946216542,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': '4.1'}",0,摩托车服务;摩托车服务相关;摩托车服务相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e62c8b8069f10584a4039e4695dc50ba'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/45d94d56a344520d5645bd71dbd96fde'}]",0,3513116201,040000,0,[],20,花都区,[],旭记摩托车配件维修部,020-86985063;15013382862,B0FFFAH3W8,[],[],[],0,[],2022-05-31 02:14:13,[],狮岭镇盘古中路76号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],旭升摩托车维修服务部,"113.155957,23.468494",[],F49F007042_14448,0,113.155957,23.468494,113.15048998333371,23.47096263835266,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车服务相关;摩托车服务相关,[],0,3513115202,040000,0,[],20,花都区,[],[],[],B0ID0CPBOR,[],[],[],0,[],2022-06-01 06:44:28,[],狮岭镇雄狮东路64-3号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],松鹏摩托车行,"113.162373,23.459755",[],[],0,113.162373,23.459755,113.15691808859846,23.462236069151423,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': '3.8'}",0,摩托车服务;摩托车服务相关;摩托车服务相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7078ee44b64d018b3377db63a956575b'}]",0,3513115300,040000,0,[],20,花都区,[],[],[],B0FFHW7MG7,[],[],[],0,[],2022-05-31 19:37:13,[],狮岭镇阳光路35号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新达二手摩托车行,"113.165385,23.459421",[],F49F007042_215779,0,113.165385,23.459421,113.1599356546015,23.46190772495834,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': '3.1'}",0,摩托车服务;摩托车维修;摩托车维修,[],0,3513115202,040200,0,[],20,花都区,[],[],[],B0FFH02AF2,[],[],[],0,[],2022-05-11 11:21:27,[],闪壁邹屋一巷九号,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],健仔修车档,"113.161694,23.459412",[],F49F007042_31547,0,113.161694,23.459412,113.15623787308152,23.461891838624293,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': []}",0,摩托车服务;摩托车服务相关;摩托车服务相关,[],0,3513116202,040000,0,[],20,花都区,[],[],[],B0HKD5Y96N,[],[],[],0,[],2022-05-29 03:43:37,[],金狮大道西狮岭城市广场南侧约40米,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],摩托快考,"113.158342,23.468337",[],[],0,113.158342,23.468337,113.15287921320792,23.470809962165127,40000,摩托车服务,摩托车服务相关,摩托车服务相关
[],[],440000,[],"{'cost': [], 'rating': '3.3'}",0,摩托车服务;摩托车维修;摩托车维修,[],0,3513114300,040200,0,[],20,花都区,[],[],[],B0FFLHFM6E,[],[],[],0,[],2022-03-17 22:05:50,[],葛岗路与田心路交叉口西南80米,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],霖记摩托车配件维修电动车,"113.166418,23.452154",[],[],0,113.166418,23.452154,113.16097106880402,23.454643324171688,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': '0.8'}",0,摩托车服务;摩托车维修;摩托车维修,[],0,3513115112,040200,0,[],20,花都区,[],[],[],B0FFGPQ1DO,[],[],[],0,[],2022-05-25 17:47:12,[],狮岭镇龙泉路136号之4,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],成记电动车摩托车维修(龙泉路),"113.149512,23.462918",[],F49F007042_34476,0,113.149512,23.462918,113.14403440953429,23.465375805659253,40200,摩托车服务,摩托车维修,摩托车维修
[],[],440000,[],"{'cost': [], 'rating': '4.2'}",0,摩托车服务;摩托车维修;摩托车维修,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e1d7ba495f4e9318f41b28e5cb738901'}]",0,3513115212,040200,0,[],20,花都区,[],[],18665552917,B0FFGP1YA9,[],[],[],0,[],2022-05-28 20:20:04,[],大力发展路16-2,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],川盛摩托车汽车维修部,"113.159717,23.463886",[],F49F007042_24990,0,113.159717,23.463886,113.15425698434332,23.46636182075573,40200,摩托车服务,摩托车维修,摩托车维修
