parent,distance,pcode,importance,biz_ext,recommend,type,photos,discount_num,gridcode,typecode,shopinfo,poiweight,citycode,adname,children,alias,tel,id,tag,event,entr_location,indoor_map,email,timestamp,website,address,adcode,pname,biz_type,cityname,postcode,match,business_area,indoor_data,childtype,exit_location,name,location,shopid,navi_poiid,groupbuy_num,longitude_gcj02,latitude_gcj02,longitude_wgs84,latitude_wgs84,typecode_single,大类,中类,小类
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3513105900,180200,2,[],20,花都区,[],[],[],B0FFGRNI8K,[],[],[],0,[],2022-04-20 07:48:41,[],花都区,440114,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],马岭收费站(G94珠三角环线高速入口增城方向),"113.115556,23.460247",[],[],0,113.115556,23.460247,113.11003908965937,23.462661944673187,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3513117201,180200,2,[],20,花都区,[],[],[],B0FFGQ99WG,[],[],[],0,[],2022-05-28 13:36:48,[],花都区,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],钟屋收费站(G94珠三角环线高速入口西向),"113.157385,23.476740",[],[],0,113.157385,23.47674,113.15191993344288,23.47921064293517,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3513117201,180200,2,[],20,花都区,[],[],[],B0FFGQ7LNA,[],[],[],0,[],2022-05-28 23:02:47,[],丁香区,440114,广东省,[],广州市,[],0,狮岭,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],钟屋连接线(G94珠三角环线高速出口钟屋方向),"113.157985,23.476718",[],[],0,113.157985,23.476718,113.15252100079114,23.479189732908768,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3313755012,180200,2,[],20,南沙区,[],[],[],BZ7KPA0028,[],[],[],0,[],2022-04-20 03:34:52,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新龙收费站(S73南沙港快速入口东向),"113.636114,22.628764",[],[],0,113.636114,22.628764,113.63105564593306,22.63177975961726,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413040522,180200,2,[],20,南沙区,[],[],[],BZ7LP900D6,[],[],[],0,[],2022-05-31 14:38:20,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],沥心沙收费站(S73南沙港快速出口番禺方向),"113.574847,22.672374",[],[],0,113.574847,22.672374,113.56977958470682,22.67539835614948,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413040512,180200,2,[],20,南沙区,[],[],[],BZ7LP900D5,[],[],[],0,[],2022-04-18 22:26:21,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],沥心沙收费站(S73南沙港快速入口南沙湿地景区方向),"113.573635,22.670129",[],[],0,113.573635,22.670129,113.56856590932348,22.673152585021203,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3313755012,180200,2,[],20,南沙区,[],[],[],B0FFGQ6UG1,[],[],[],0,[],2022-05-31 10:30:36,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新龙收费站(S73南沙港快速西向),"113.636101,22.629228",[],[],0,113.636101,22.629228,113.63104262997796,22.63224369590053,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3313755012,180200,2,[],20,南沙区,[],[],[],B0FFGQAST2,[],[],[],0,[],2022-05-31 05:13:57,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新龙收费站(S73南沙港快速东向),"113.636112,22.628930",[],[],0,113.636112,22.62893,113.63105363738106,22.631945733103525,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3313755012,180200,2,[],20,南沙区,[],[],[],B0FFGQ6MCJ,[],[],[],0,[],2022-05-28 07:57:37,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新龙连接线(S73南沙港快速入口西向),"113.634105,22.629009",[],[],0,113.634105,22.629009,113.62904872939336,22.632027502561137,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413040512,180200,2,[],20,南沙区,[],[],[],B0FFGQBHFR,[],[],[],0,[],2022-05-27 23:42:46,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],沥心沙收费站(S73南沙港快速出口沥心沙方向),"113.572964,22.671892",[],[],0,113.572964,22.671892,113.56789375856128,22.67491445030168,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413040522,180200,2,[],20,南沙区,[],[],[],B0FFGQ9UAX,[],[],[],0,[],2022-06-01 07:52:39,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],沥心沙收费站(S73南沙港快速入口南沙大桥方向),"113.573174,22.672468",[],[],0,113.573174,22.672468,113.56810404814216,22.67549055186048,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3313755011,180200,2,[],20,南沙区,[],[],[],B0FFGQ87SW,[],[],[],0,[],2022-05-31 13:16:00,[],S105南沙港快速附近,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新龙收费站(S73南沙港快速出口龙穴岛方向),"113.631764,22.628937",[],[],0,113.631764,22.628937,113.62671003205443,22.631958618148804,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3313755012,180200,2,[],20,南沙区,[],[],[],B0FFH1I87N,[],[],[],0,[],2022-05-30 21:33:07,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],新龙收费站(S73南沙港快速出口钢铁基地方向),"113.636083,22.629340",[],[],0,113.636083,22.62934,113.63102464206548,22.632355701491463,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413132120,180200,2,[],20,南沙区,[],[],[],BZ7MP800QH,[],[],[],0,[],2022-05-26 20:35:56,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],放马收费站(S20广中江高速西向),"113.390722,22.773336",[],[],0,113.390722,22.773336,113.38522324689636,22.77597737646998,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413132120,180200,2,[],20,南沙区,[],[],[],BZ7MP800QC,[],[],[],0,[],2022-05-30 23:14:53,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],放马连接线(S20广中江高速东向),"113.390008,22.772428",[],[],0,113.390008,22.772428,113.38450962895132,22.7750700333246,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;服务区;高速加油站服务区,[],0,3413131200,180301,2,[],20,南沙区,[],[],[],B0FFG7BRAA,[],[],"113.403179,22.757714",0,[],2022-06-01 16:03:52,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],潭州咨询服务区,"113.400598,22.759878",[],[],0,113.400598,22.759878,113.39509815450086,22.762520932553844,180301,道路附属设施,服务区,高速加油站服务区
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;服务区;高速加油站服务区,[],0,3413130220,180301,2,[],20,南沙区,[],[],[],B0FFG7BRA9,[],[],"113.397776,22.75987",0,[],2022-06-01 10:37:46,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],潭州咨询服务区,"113.400542,22.758414",[],[],0,113.400542,22.758414,113.39504225188124,22.76105739894703,180301,道路附属设施,服务区,高速加油站服务区
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413223702,180200,2,[],20,南沙区,[],[],[],B0FFH6KCC7,[],[],[],0,[],2022-05-28 07:42:57,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],榄核收费站(G1508广州绕城高速入口),"113.349812,22.860929",[],[],0,113.349812,22.860929,113.3443571278468,22.863587313095447,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413223712,180200,2,[],20,南沙区,[],[],[],B0FFH6KCHW,[],[],[],0,[],2022-05-31 10:38:15,[],南沙区,440115,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],榄核收费站(G1508广州绕城高速出口),"113.349856,22.861117",[],[],0,113.349856,22.861117,113.34440103487762,22.863775163749228,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;警示信息;违章停车,[],0,3413129720,180104,2,[],20,南沙区,[],[],[],B0FFK16DJ2,[],[],[],0,[],2022-05-27 10:19:14,[],南沙区,440115,广东省,[],广州市,[],0,榄核,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],蔡新路,"113.340030,22.831861",[],[],0,113.34003,22.831861,113.33459574778468,22.834547980546144,180104,道路附属设施,警示信息,违章停车
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413323302,180200,2,[],20,番禺区,[],[],[],B0FFGXL3GA,[],[],[],0,[],2022-05-30 18:14:28,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],禺山连接线(S39东新高速出口市桥方向),"113.296711,22.942950",[],[],0,113.296711,22.94295,113.29135435455473,22.945670805575773,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413325321,180200,2,[],20,番禺区,[],[],[],B0FFGQ574Q,[],[],"113.29512,22.964456",0,[],2022-05-27 10:05:36,[],番禺区,440113,广东省,[],广州市,[],0,钟村,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],大夫山收费站(S5广台高速出口屏山方向),"113.295768,22.964345",[],[],0,113.295768,22.964345,113.2904115115622,22.967058117007344,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413322420,180200,2,[],20,番禺区,[],[],[],B0FFH0KTXM,[],[],[],0,[],2022-05-31 07:46:32,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],禺山收费站(S39东新高速入口),"113.303600,22.939004",[],[],0,113.3036,22.939004,113.29823141759069,22.941715375334773,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413325322,180200,2,[],20,番禺区,[],[],[],BZ7OP701V6,[],[],[],0,[],2022-04-17 12:16:14,[],番禺区,440113,广东省,[],广州市,[],0,钟村,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],大夫山收费站(S5广台高速入口高明方向),"113.296137,22.964803",[],[],0,113.296137,22.964803,113.290779861299,22.967515359329813,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413322410,180200,2,[],20,番禺区,[],[],[],B0FFGQ51VI,[],[],[],0,[],2022-05-28 13:31:27,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],禺山收费站(S39东新高速出口市桥方向),"113.300760,22.936450",[],[],0,113.30076,22.93645,113.29539673764909,22.93916714985458,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413328222,180200,2,[],20,番禺区,[],[],[],B0FFFSSZDE,[],[],[],0,[],2022-04-18 03:33:56,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州南收费站(S39东新高速入口),"113.283704,22.989922",[],[],0,113.283704,22.989922,113.27836408873392,22.99264054562613,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413328222,180200,2,[],20,番禺区,[],[],[],B0FFH6IRN2,[],[],[],0,[],2022-04-20 08:58:21,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州南收费站(S39东新高速出口),"113.283544,22.991045",[],[],0,113.283544,22.991045,113.27820422810186,22.993763251646985,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413328221,180200,2,[],20,番禺区,[],[],[],BZ7OP701M0,[],[],[],0,[],2022-05-29 06:46:35,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州南连接线(S39东新高速出口),"113.280366,22.990128",[],[],0,113.280366,22.990128,113.2750303828984,22.99285027763163,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413329202,180200,2,[],20,番禺区,[],[],[],BZ7OP701OF,[],[],[],0,[],2022-06-01 01:58:56,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],广州南收费站(S39东新高速出口北向),"113.284680,22.991836",[],[],0,113.28468,22.991836,113.27933863515992,22.99455253856832,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413327710,180200,2,[],20,番禺区,[],[],[],B0FFH228YU,[],[],[],0,[],2022-05-30 15:05:39,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],金山湖收费站(S5广台高速入口西南向),"113.337704,22.979788",[],[],0,113.337704,22.979788,113.3322643950138,22.982418829983235,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413327720,180200,2,[],20,番禺区,[],[],[],B0FFH229S5,[],[],[],0,[],2022-05-31 10:39:13,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],金山湖收费站(S5广台高速出口南村方向),"113.340677,22.980800",[],[],0,113.340677,22.9808,113.33523141484169,22.98342486189654,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413422622,180200,2,[],20,番禺区,[],[],[],B0FFGQAYJN,[],[],[],0,[],2022-05-27 01:39:40,[],番禺区,440113,广东省,[],广州市,[],0,大石,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],番禺大桥收费站(S4华南快速入口),"113.336174,23.022695",[],[],0,113.336174,23.022695,113.3307345668424,23.02531017294724,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413226410,180200,2,[],20,番禺区,[],[],[],B0FFGQ7ORK,[],[],[],0,[],2022-06-01 05:12:14,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],沙湾收费站(S39东新高速出口),"113.300379,22.888174",[],[],0,113.300379,22.888174,113.29501964630168,22.89091177546316,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413226410,180200,2,[],20,番禺区,[],[],[],B0FFF9IA4C,[],[],[],0,[],2022-04-15 18:56:53,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],沙湾收费站(S39东新高速入口),"113.300347,22.888055",[],[],0,113.300347,22.888055,113.29498771109073,22.89079287537758,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413421201,180200,2,[],20,番禺区,[],[],[],BZ7PP701DF,[],[],[],0,[],2022-06-01 00:01:34,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],收费站(S39东新高速入口南向),"113.282106,23.010348",[],[],0,113.282106,23.010348,113.27676682844896,23.013059591779896,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413421201,180200,2,[],20,番禺区,[],[],[],BZ7PP701DC,[],[],[],0,[],2022-04-22 14:18:54,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],收费站(S39东新高速出口北向),"113.282602,23.010484",[],[],0,113.282602,23.010484,113.27726217399172,23.013194960312035,180200,道路附属设施,收费站,收费站
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;服务区;高速服务区,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e4f435ce3a3a05af196d500758038147'}]",0,3413326111,180300,2,[],20,番禺区,[],[],[],B0FFGARYEJ,[],[],"113.269201,22.970312",0,[],2022-06-01 10:37:21,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],金山免费区,"113.266247,22.971764",[],[],0,113.266247,22.971764,113.26092663549096,22.9745063268022,180300,道路附属设施,服务区,高速服务区
[],[],440000,[],"{'cost': [], 'rating': []}",0,道路附属设施;收费站;收费站,[],0,3413421221,180200,2,[],20,番禺区,[],[],[],BZ7PP701DD,[],[],[],0,[],2022-05-27 09:34:45,[],番禺区,440113,广东省,[],广州市,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],收费站(S39东新高速入口西北向),"113.281986,23.014356",[],[],0,113.281986,23.014356,113.27664671510844,23.01706599726152,180200,道路附属设施,收费站,收费站
